,time,Backbone,C-alphas,Protein
0,0.0,1.049629595897038e-06,7.575049121756913e-08,6.72530599006997e-08
1,1.0000000328495406,0.7194881387381867,0.6952479228920817,0.9837270939164685
2,2.0000000656990813,0.7358381611731318,0.7148900073404959,1.0753369607014156
3,3.0000000985486217,0.8275319515616156,0.8101146615956897,1.1814317227081206
4,4.000000131398163,0.8064850512703502,0.7876589992024535,1.1902984362871911
5,5.000000164247703,0.9335846953203553,0.9224862761547094,1.3273419728643479
6,6.000000197097243,0.8629070044095318,0.8447935190341443,1.2883832335512433
7,7.000000229946784,1.0155409452463404,0.9965721771086282,1.3991118031101184
8,8.000000262796325,0.9515575280953904,0.9390945219427786,1.3721304318388634
9,9.000000295645865,0.8835232217585227,0.8662887578681032,1.325383003539644
10,10.000000328495407,0.8618754408736619,0.8528197413759561,1.3254701501362607
11,11.000000361344947,0.8677935967717533,0.8568041821355608,1.337235386424166
12,12.000000394194487,0.8694510211373478,0.8567521039743935,1.3399491514602897
13,13.000000427044029,0.8902761719316125,0.8789190606915959,1.3712901164244322
14,14.000000459893569,0.9384008056106334,0.919190905073917,1.4197700803343978
15,15.00000049274311,0.9620814762185989,0.9413791484441921,1.415400878633197
16,16.00000052559265,0.8261100689856483,0.8176421529636143,1.3112080251331595
17,17.000000558442192,0.8701655886515732,0.8599004487054256,1.356741810680584
18,18.00000059129173,0.8334573795416484,0.8138927317200348,1.335835254580335
19,19.000000624141272,0.9088395435645269,0.8933015822934537,1.385489734892429
20,20.000000656990814,0.9411930976579439,0.9308495624420214,1.4203193661063618
21,21.000000689840352,0.9227866881331435,0.9057186597116647,1.4087680422213285
22,22.000000722689894,1.029486768996768,1.0183206063098866,1.5119941630737816
23,23.000000755539435,0.9664435757609925,0.961129029101721,1.4832822518975992
24,24.000000788388974,0.9938946650806765,0.9916658173960058,1.5571735989427495
25,25.000000821238515,1.070698694115263,1.0596073333217564,1.6010010717785457
26,26.000000854088057,1.159817292513328,1.1571047986835201,1.681415776020554
27,27.0000008869376,1.1138205605049294,1.1047650193742171,1.5978310920676957
28,28.000000919787137,1.1787366044497687,1.1794199562983283,1.6444305918348303
29,29.00000095263668,1.0870620562879227,1.077507963940393,1.6085097218526487
30,30.00000098548622,1.1377508541573949,1.1263723622881718,1.6495764199448233
31,31.00000101833576,1.0735547960475649,1.0661611037657812,1.5888750697889176
32,32.0000010511853,1.0159545452893193,1.0115734460693335,1.5444973181172685
33,33.00000108403484,1.0251984944527182,1.0184835366520517,1.5855854886795364
34,34.000001116884384,1.1101382371012107,1.0997258618737094,1.6350858273418496
35,35.000001149733926,1.0153707668225251,1.0103763142535322,1.5892263703773148
36,36.00000118258346,0.9949675479729121,0.9831711122131577,1.5639140144254329
37,37.000001215433,1.0239386328650335,1.0173440877153106,1.5743165883578565
38,38.000001248282544,1.0515645358535475,1.0407662151434642,1.6097617588769846
39,39.000001281132086,1.0057932910246323,0.9994077449369512,1.571436686337548
40,40.00000131398163,0.9698446785202713,0.9577703796866981,1.5336315360424584
41,41.00000134683117,0.9854809012879547,0.9781246553787266,1.5391574167710615
42,42.000001379680704,0.9364019130137171,0.9255473244148226,1.505808147021381
43,43.000001412530246,1.0450390636242521,1.0407939150548047,1.6314198924895869
44,44.00000144537979,1.024953901873271,1.0192697879951902,1.5997281401798304
45,45.00000147822933,0.9991004310582063,0.9947291421559895,1.562849148950791
46,46.00000151107887,0.9630341629544404,0.9535006592198142,1.5478810600073492
47,47.00000154392841,1.058439425346843,1.0536313268934074,1.621986353821691
48,48.00000157677795,1.0180454334625635,1.0074958596806716,1.6007174688479067
49,49.00000160962749,1.1689242239291047,1.171094093473446,1.7240725890396313
50,50.00000164247703,1.0301903118094136,1.0254430639204806,1.6130218056737973
51,51.00000167532657,1.0695604692873044,1.0632329151001803,1.6417024744088782
