,time,Backbone,C-alphas,Protein
0,0.0,6.06003929740553e-07,4.2176088546804994e-07,4.266286339204708e-07
1,1.0000000328495406,0.7101755734232279,0.6802276357270172,0.9921647389274512
2,2.0000000656990813,0.7909479189567484,0.7739195287955704,1.1271423025696918
3,3.0000000985486217,0.7229003683627232,0.7061534974061832,1.1215374668027691
4,4.000000131398163,0.8195150741561964,0.8050747951722645,1.2134259052889211
5,5.000000164247703,0.797780618735128,0.7775503718548309,1.210034505261889
6,6.000000197097243,0.8116802645710663,0.7912137893564684,1.232876524131546
7,7.000000229946784,0.7699590614568312,0.7540409453552007,1.2166516485355492
8,8.000000262796325,0.8264897072316331,0.8143653688038649,1.278196521967972
9,9.000000295645865,0.8186746848307637,0.7995348574650395,1.3082126841543902
10,10.000000328495407,0.8379868960753242,0.8167710560517963,1.3093694195147145
11,11.000000361344947,0.8726404439913952,0.8408480035233634,1.3273894841602778
12,12.000000394194487,0.9465649052213515,0.9204266813107574,1.3962224195625765
13,13.000000427044029,0.9935788116945389,0.9724925995495324,1.41879763617707
14,14.000000459893569,1.0148412175809014,1.0011277161571734,1.4666931787323736
15,15.00000049274311,1.06375080740947,1.0464450861204078,1.521119814819612
16,16.00000052559265,1.0300965882039081,1.0147709874279642,1.4919893686637393
17,17.000000558442192,1.0368198394951258,1.016424769132572,1.4921552960779672
18,18.00000059129173,0.9084417138516803,0.887664624382173,1.4178401936319733
19,19.000000624141272,0.9452183014279855,0.9170266450418852,1.427448737158289
20,20.000000656990814,1.0092249678052065,0.992657930845656,1.4813913800582241
21,21.000000689840352,1.0025864189564158,0.9878167789961143,1.501482684272031
22,22.000000722689894,0.8943199568628376,0.8763259748616797,1.4399371364135556
23,23.000000755539435,0.8397350616599878,0.83221837382661,1.418365289365244
24,24.000000788388974,0.8634940774956906,0.8523695978766735,1.4060772700041524
25,25.000000821238515,0.9041707521665353,0.8954897864430014,1.4329288670400253
26,26.000000854088057,0.9666404463701789,0.9595922200022383,1.476126524010557
27,27.0000008869376,0.9613198380012647,0.9411632966116922,1.4646859864536441
28,28.000000919787137,0.98605241005323,0.9695722161286945,1.5119080775311757
29,29.00000095263668,0.9336775575822845,0.9181415362930933,1.4787467028371597
30,30.00000098548622,1.047135023880737,1.031430765157297,1.5419340715370349
31,31.00000101833576,1.1070570846406453,1.0882544916683008,1.5910392548096821
32,32.0000010511853,1.0717158824464919,1.0598795943445056,1.574034170292058
33,33.00000108403484,1.0760879352586163,1.0640606101330017,1.583651631845125
34,34.000001116884384,0.9188008095411428,0.8973332451258098,1.4702120126433227
35,35.000001149733926,0.9673390711799247,0.9414900465859856,1.4919570954405954
36,36.00000118258346,0.926261957814608,0.9106189969824772,1.5119461675900243
37,37.000001215433,0.966716073211159,0.9447070765796186,1.5289188733432308
38,38.000001248282544,0.9715669782634181,0.9563735300161761,1.528408527794525
39,39.000001281132086,0.9561631592120989,0.9460343187928705,1.5371245042471642
40,40.00000131398163,1.0667727020258282,1.0538711579810072,1.6142350733673512
41,41.00000134683117,0.9528550439802164,0.9450527322813831,1.5402285675188598
42,42.000001379680704,0.9578847583263341,0.939193501605644,1.5419819173190248
43,43.000001412530246,1.002409966555812,0.987634426476739,1.5700462998702702
44,44.00000144537979,1.0491091918862914,1.0374535733915413,1.6335010073259055
45,45.00000147822933,1.096738637137359,1.0881138897570835,1.6393446487484773
46,46.00000151107887,1.0784961767982597,1.0687434873372599,1.6553288891428204
47,47.00000154392841,1.0484998086380246,1.0378406548746644,1.5936335549945144
48,48.00000157677795,1.2022366114635294,1.1928919686180712,1.6974456980369095
49,49.00000160962749,1.1882772256292167,1.1783222931940034,1.6912545074346887
50,50.00000164247703,1.311340263815637,1.2988493844301316,1.7464590657655945
51,51.00000167532657,1.1319374420529078,1.115258176563684,1.6212207977154955
52,52.000001708176114,1.1048054529007734,1.1001967801838652,1.6110171252040542
53,53.000001741025656,1.1786282665737646,1.1575776438523608,1.6810250361200347
54,54.0000017738752,1.0705922866107904,1.0473415250577858,1.5943132657889174
55,55.00000180672473,1.085082648360904,1.0730051986499791,1.6094409990847172
56,56.000001839574274,0.9911224445351778,0.9767666642782076,1.5425227728390374
57,57.000001872423816,0.8915549297676568,0.8809198457907623,1.4601612646219908
